scorer,DLC_resnet101_multipointsFeb7shuffle1_26000.3,DLC_resnet101_multipointsFeb7shuffle1_26000.4,DLC_resnet101_multipointsFeb7shuffle1_26000.5,DLC_resnet101_multipointsFeb7shuffle1_26000.9,DLC_resnet101_multipointsFeb7shuffle1_26000.10,DLC_resnet101_multipointsFeb7shuffle1_26000.11,DLC_resnet101_multipointsFeb7shuffle1_26000.39,DLC_resnet101_multipointsFeb7shuffle1_26000.40,DLC_resnet101_multipointsFeb7shuffle1_26000.41,DLC_resnet101_multipointsFeb7shuffle1_26000.42,DLC_resnet101_multipointsFeb7shuffle1_26000.43,DLC_resnet101_multipointsFeb7shuffle1_26000.44,DLC_resnet101_multipointsFeb7shuffle1_26000.45,DLC_resnet101_multipointsFeb7shuffle1_26000.46,DLC_resnet101_multipointsFeb7shuffle1_26000.47
bodyparts,bodypart2,bodypart2,bodypart2,bodypart4,bodypart4,bodypart4,bodypart14,bodypart14,bodypart14,bodypart15,bodypart15,bodypart15,bodypart16,bodypart16,bodypart16
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
128,1034.884033,691.9561768,0.846536875,1115.015625,644.8045044,0.768466771,1062.078369,698.3533325,0.752061188,1226.434814,696.5009766,0.513967872,1239.183105,695.8250732,0.753693461
129,1034.005371,691.7036743,0.864894271,1114.837402,644.5838623,0.783108294,1061.539307,698.5541992,0.764419019,1226.013794,697.1542969,0.472832799,1238.460205,696.2942505,0.734538436
130,1033.362671,691.4474487,0.872202098,1113.106934,644.7103271,0.766268969,1060.424316,698.1398315,0.759233475,1226.64917,697.2659302,0.430503994,1238.546875,696.515686,0.722527087
131,1032.281738,691.7375488,0.873083234,1114.067017,644.7995605,0.754665077,1059.608521,698.4035645,0.778157949,1225.881348,698.7811279,0.380537689,1237.686523,698.0986328,0.67339468
132,1031.407227,691.6674805,0.868880808,1113.35498,644.7798462,0.731319427,1059.023682,698.0037842,0.777262568,1225.151489,700.7192993,0.334980547,1236.984009,698.9848022,0.641908228
133,1030.980225,691.751709,0.884640872,1113.62561,644.3098755,0.761263669,1058.529907,697.7676392,0.781487584,1224.404297,700.8067627,0.426050037,1236.666504,698.8636475,0.704827249
134,1030.59436,692.3143311,0.881279171,1113.277222,644.6761475,0.773165941,1057.894775,698.2647095,0.765621185,1222.201782,701.3533325,0.424150437,1234.571167,701.4894409,0.732775867
135,1029.877563,692.5182495,0.878084481,1112.654419,644.7282715,0.790489137,1057.083374,698.1525879,0.750669301,1221.467651,701.6158447,0.42451489,1233.688232,701.6796265,0.759228587
136,1029.719849,692.237854,0.868478179,1112.029541,644.1053467,0.774664223,1056.856201,698.0552368,0.748151124,1221.233765,701.9578857,0.367296219,1233.178955,702.5469971,0.758758485
137,1028.82666,692.0408936,0.874912798,1111.55896,644.970459,0.769706786,1056.4021,697.2485962,0.736335218,1219.486572,702.2752075,0.392991513,1232.131348,702.4697266,0.7927773
138,1027.252441,691.9372559,0.874874055,1111.713135,645.3262329,0.763798833,1056.15271,697.3684692,0.718641222,1217.45166,702.49646,0.384841889,1230.629883,702.9361572,0.765063167
139,1025.682861,692.6398315,0.843797207,1109.966797,645.0022583,0.768904626,1054.830322,697.6801147,0.660089254,1216.8396,703.0557251,0.490806758,1230.129395,702.5925903,0.786533594
140,1024.9198,692.6552734,0.842534244,1109.538208,645.4285889,0.761886239,1053.839722,697.0618286,0.644043982,1216.605103,703.220459,0.428741038,1229.052979,702.678772,0.707875133
141,1023.883728,693.0405273,0.841057658,1108.297852,645.5469971,0.735718012,1053.567627,697.1052246,0.637485087,1215.880615,703.6784668,0.56163758,1228.614258,703.1715088,0.750981808
142,1022.47699,692.725769,0.833670259,1099.688843,645.0167236,0.770292163,1048.134888,698.1898804,0.67339015,1215.660278,703.5640259,0.619706154,1227.682617,702.914856,0.712648451
143,1021.596924,692.3043213,0.818487287,1100.142578,645.3327026,0.771999776,1047.589233,697.5697021,0.70968622,1215.349243,704.0841675,0.589338541,1227.660767,704.6852417,0.677370906
144,1021.634399,691.1289673,0.832427025,1099.223145,645.3284302,0.793423951,1047.251953,697.635376,0.714087188,1213.81189,703.6677246,0.537189901,1226.049194,704.1342773,0.661581039
145,1021.388611,691.0921631,0.844907045,1097.717407,645.1707153,0.767611623,1046.619507,696.9190063,0.739574194,1214.161377,703.1534424,0.596549094,1225.705322,703.4644775,0.705318153
146,1020.27002,690.961731,0.862943828,1097.404663,645.2414551,0.767706871,1045.97583,697.1969604,0.755921066,1213.537109,702.0427246,0.477396786,1226.403809,703.3493042,0.660133898
147,1019.960266,691.3991089,0.869499326,1097.820068,644.9101563,0.758420229,1045.419189,697.1507568,0.765015304,1213.378174,702.6471558,0.496005237,1225.2948,703.4810791,0.695246875
148,1018.610168,691.9503784,0.873086691,1097.400391,645.1383057,0.776108682,1044.260864,697.5614014,0.777108252,1214.025513,699.9703369,0.442704946,1224.421387,702.5458374,0.706456125
149,1017.813904,692.1144409,0.88555485,1096.645874,644.9387207,0.780990303,1043.621094,698.1142578,0.776700377,1213.519531,698.8980103,0.443794638,1224.068359,702.1375122,0.715828896
150,1016.568726,692.7338867,0.886431992,1095.877808,645.7420654,0.776761711,1042.727905,698.6065674,0.773980498,1212.144043,699.0679932,0.366335571,1222.90686,701.8087769,0.671842813
151,1015.874207,692.7622681,0.88376826,1097.154907,645.8735352,0.772723854,1041.338989,697.8449097,0.778735757,1212.723389,698.0388794,0.418552607,1222.860352,701.6280518,0.63937515
152,1015.709778,693.7403564,0.882611752,1096.079956,646.3188477,0.734967291,1040.630493,698.3560181,0.759261787,1211.933838,698.1812134,0.439962476,1222.247925,701.0546265,0.66657877
153,1014.954041,694.0966797,0.890065372,1094.44519,645.7156372,0.734784782,1040.675293,698.3040161,0.744134665,1211.404419,697.369812,0.47568813,1223.918091,696.5903931,0.706183076
154,1013.134277,693.9157715,0.897216856,1083.748901,645.2017212,0.719044924,1040.024048,698.3267212,0.743366301,1210.596191,697.0629272,0.451517254,1222.759521,695.5130005,0.744770885
155,1012.32489,694.0627441,0.89662689,1082.970215,646.0838013,0.725096107,1039.558716,698.2097168,0.724754691,1210.513916,696.8679199,0.473448396,1222.767212,695.171875,0.780670822
156,1011.892395,693.9433594,0.880293846,1082.442261,646.6547852,0.730825126,1038.260864,697.6807251,0.679014385,1210.127563,696.2722168,0.564100564,1221.351074,694.067749,0.824136794
157,1010.71344,693.9277954,0.88458693,1081.106934,646.4695435,0.734070539,1037.799561,697.6027832,0.666046083,1208.868164,696.862854,0.594185293,1220.76416,694.3411255,0.850644708
158,1009.464478,693.5253296,0.876747131,1080.983521,646.3529663,0.769794047,1036.698242,697.1685791,0.668810725,1208.157104,696.7545166,0.618426979,1220.323975,694.1143799,0.863176823
159,1007.949707,693.230835,0.87507081,1080.692383,646.1886597,0.771280587,1032.83374,697.7976685,0.649143279,1207.496216,696.5026855,0.601240396,1219.084595,693.6427612,0.882868648
160,1007.726807,693.0152588,0.870042682,1080.969482,646.0452271,0.755686283,1032.226929,698.1555786,0.661401451,1206.776123,696.2529907,0.543491542,1217.86438,693.1105347,0.874672055
161,1006.420715,692.5640259,0.857796848,1080.340576,646.7459717,0.751789331,1031.734741,698.1421509,0.71467787,1205.979248,696.7261353,0.491237998,1217.27771,693.524231,0.85906297
162,1005.594849,693.0023804,0.839903712,1081.387939,646.2844238,0.756109416,1031.638916,697.9616089,0.735774636,1205.037598,696.3501587,0.516942501,1216.775513,693.1846924,0.877733588
163,1004.26886,691.8214111,0.855636835,1081.370239,645.5466919,0.807380259,1031.340942,697.1311646,0.752343774,1204.947388,696.685791,0.500220418,1216.764648,693.133606,0.881177604
164,1003.630676,691.9824219,0.866533399,1080.882568,645.644104,0.82873261,1030.567749,697.5629883,0.751711845,1202.75061,698.4935303,0.483835042,1215.140747,692.6414185,0.858774662
165,1002.911926,692.1924438,0.881658256,1080.432373,645.2469482,0.837421834,1029.595337,697.8901978,0.776028037,1202.945557,699.1620483,0.49022004,1215.429321,693.4243774,0.847851396
166,1002.48999,691.9442139,0.8875646,1078.806641,645.6315918,0.824918389,1028.410889,697.6488647,0.767585158,1201.977173,699.2706909,0.485285312,1214.986084,693.7979736,0.824541092
167,1001.208923,691.9511108,0.890414953,1077.378296,645.3043213,0.838110089,1027.004517,697.2843018,0.779914141,1203.617432,696.6017456,0.505470216,1213.762939,693.9906616,0.798250735
168,1000.251221,692.4602051,0.889298737,1076.317627,645.2628784,0.814229012,1026.15979,697.8821411,0.759623766,1202.849243,696.3414917,0.522623003,1211.443848,692.862915,0.742841542
169,999.6929932,692.1903076,0.898453712,1076.895874,645.3361816,0.8232283,1025.80835,697.7476196,0.773901403,1201.888062,696.7240601,0.552455306,1210.86377,693.3060303,0.726448834
170,999.7349854,691.7736206,0.894245327,1076.7229,645.1665039,0.83230257,1025.371704,697.4365234,0.767806888,1201.30481,696.9296875,0.572066724,1210.087891,693.4490967,0.694752097
171,999.0893555,692.1040039,0.898557246,1076.326294,645.0130005,0.817212105,1024.963501,697.2922363,0.767397642,1199.870728,696.9272461,0.561285079,1210.185791,697.3346558,0.660654306
172,998.3112183,691.7335815,0.891121805,1075.089966,645.8104858,0.785639524,1024.129395,696.6883545,0.732464135,1196.278931,698.3652954,0.521749854,1208.853882,702.822937,0.652901709
173,997.2594604,691.9152222,0.892319858,1069.371094,645.3633423,0.753977239,1023.191284,696.8045044,0.728512824,1195.763062,698.3561401,0.546936691,1207.795898,702.8001099,0.671688855
174,997.0410156,691.9888916,0.891736209,1068.393188,645.3036499,0.778122723,1022.853088,696.5739136,0.723715663,1193.505371,698.163269,0.581798494,1209.297729,696.5039063,0.764644206
175,995.5893555,691.0881958,0.884169817,1067.678101,645.3865967,0.788717151,1021.932312,695.5955811,0.710760057,1193.127686,698.5739136,0.520198047,1208.301025,696.5812988,0.773604274
176,994.697937,690.7860718,0.87464416,1067.826904,645.9029541,0.779119313,1021.635742,695.3014526,0.695906937,1191.750122,699.6725464,0.481864631,1206.9729,697.3623657,0.767052114
177,993.739624,690.5108032,0.85294497,1066.72522,646.2242432,0.795595527,1021.245422,695.1311646,0.67761004,1191.105591,699.2915039,0.536717653,1206.138916,697.3289795,0.810746849
178,992.8772583,690.2024536,0.841171086,1064.689697,646.2108765,0.790039122,1020.59021,694.8970337,0.660078108,1190.647949,702.0441284,0.525386274,1204.569824,702.0730591,0.814931333
179,991.4555054,690.4961548,0.827107131,1062.771118,646.3032837,0.782476604,1016.403992,698.1329956,0.701245427,1189.591919,699.7024536,0.56970489,1203.931152,701.7155762,0.847029448
180,990.6791382,690.3133545,0.819428861,1062.497314,645.7479858,0.785091281,1016.164185,697.2156372,0.71763283,1188.724487,703.6091919,0.5329023,1202.680664,702.3276367,0.85883075
181,990.4866943,690.1511841,0.816345096,1063.259888,646.0913086,0.79762429,1016.720215,697.8493652,0.737036586,1187.97644,701.9509888,0.518092334,1202.424805,701.8735352,0.83155638
182,988.5159912,690.6073608,0.819559932,1065.041382,646.1564331,0.816063166,1016.510071,697.0999756,0.737926841,1187.268799,701.9500732,0.532209158,1201.486816,702.069519,0.831570566
183,988.480957,690.1427002,0.834620833,1065.265747,646.1094971,0.835546672,1015.748474,696.0204468,0.77431643,1186.721924,701.7474976,0.58542496,1200.779297,701.8079834,0.849582732
184,988.0879517,690.0184937,0.833470762,1064.109131,646.6473389,0.792909622,1014.937134,695.6798096,0.789783776,1187.342285,703.0246582,0.594283342,1200.002686,701.8474731,0.835774958
185,988.0276489,689.8631592,0.841195941,1064.040283,646.2937012,0.803008735,1013.984741,695.7337036,0.794299722,1187.353149,703.3743286,0.596969485,1199.916504,701.8972778,0.829156578
186,987.6589966,690.0704956,0.866132617,1064.80188,645.3893433,0.814949751,1013.086792,696.0939331,0.784397721,1186.474731,703.4968872,0.624483287,1198.512695,702.15979,0.835396647
187,987.1246338,688.6546021,0.853874922,1065.719604,645.3273926,0.815121949,1013.167603,695.5654297,0.781776667,1185.351685,703.5779419,0.652826846,1197.049438,702.8007813,0.822429478
188,986.4398804,688.8150635,0.87077105,1065.9104,644.9122925,0.809901774,1013.086487,695.5917358,0.787640989,1184.344604,703.3840332,0.634171426,1195.546265,703.0497437,0.753250837
189,985.7003174,688.4766846,0.877047539,1065.637939,645.1713867,0.838233948,1012.407776,695.3657227,0.804220974,1183.795166,703.350708,0.623374581,1193.958008,705.8927612,0.748496413
190,985.0314941,687.7653809,0.872843504,1064.007446,644.8371582,0.828270018,1011.928772,695.3613892,0.802553773,1183.366943,703.4511108,0.656270921,1193.505859,706.0383911,0.766815722
191,984.1218872,687.9893799,0.862995446,1062.851929,645.739563,0.823470294,1011.519104,695.9041748,0.803058267,1182.566772,703.3658447,0.617350817,1192.31665,705.7266235,0.752280235
192,983.8943481,688.9497681,0.872687101,1061.702393,645.3170166,0.794823885,1010.619995,695.43396,0.796646357,1182.020142,703.4452515,0.621901214,1191.730225,706.0192261,0.747338295
193,983.3300781,688.1397705,0.861275911,1060.091309,644.6816406,0.801503956,1010.254456,694.567627,0.806417286,1180.961914,704.5327759,0.606287062,1194.733154,705.182373,0.766582727
194,983.0043335,688.0328979,0.857221603,1056.398193,644.387146,0.780400038,1009.870422,693.7722778,0.814248919,1179.981079,704.5350342,0.640742362,1193.932129,704.6923828,0.821590662
195,982.6760254,687.5576172,0.855341971,1056.388672,644.265686,0.798420191,1009.746826,694.3786011,0.809059322,1179.52124,704.9731445,0.667914152,1193.34314,704.8887329,0.84145385
196,981.5292358,688.1555786,0.857404828,1056.40918,644.3519287,0.819744706,1008.739441,693.555481,0.785422385,1178.145752,704.9602661,0.669946432,1192.283081,704.8336792,0.86912936
197,980.680481,687.680481,0.847793162,1056.710571,645.3654785,0.830254972,1008.734558,692.9780884,0.789404094,1176.988647,705.1231079,0.688193202,1191.974976,704.9333496,0.890317798
198,980.2888794,687.0393677,0.83627212,1055.180908,645.0517578,0.845701158,1009.027893,693.164978,0.786486626,1175.799316,705.5609741,0.687518179,1191.077148,705.0023804,0.899207294
199,979.8296509,686.9022217,0.837531328,1054.6604,643.8023682,0.848162413,1008.564575,693.1772461,0.775551379,1174.639771,705.7718506,0.671463549,1190.024658,705.2120361,0.908411026
200,979.68573,686.0699463,0.824327826,1053.170166,643.4591064,0.843011141,1007.638489,692.2631836,0.74748069,1173.477173,705.8858643,0.670455933,1188.8125,705.1871338,0.91350621
201,978.507019,685.3643799,0.820618451,1053.990723,642.7272949,0.843064487,1007.46991,692.034729,0.739513397,1172.795044,705.7295532,0.677776814,1188.277466,704.9072266,0.923808217
202,978.0465698,685.0996704,0.823957741,1053.876465,642.5341797,0.83419615,1007.056213,691.7158203,0.705548942,1172.260864,705.296936,0.669817269,1187.789551,704.4073486,0.922996938
203,976.6862183,685.0599976,0.82257539,1052.850586,643.0421143,0.857817829,1005.598938,690.7224121,0.663990319,1172.850464,704.5675049,0.672577262,1187.268066,704.2202759,0.917987645
204,975.7738037,685.0280762,0.811682582,1052.957397,643.7835693,0.844396174,1001.581543,693.6912231,0.68364656,1172.444458,704.645752,0.674462616,1186.611694,704.2238159,0.914705634
205,975.4301758,684.2366333,0.819784522,1052.378296,643.0050049,0.847614169,1001.697571,692.8710938,0.687078118,1171.699829,704.0922241,0.678265333,1186.37561,704.125061,0.915310383
206,974.7080078,684.0650635,0.818146288,1050.249756,642.9602661,0.853464544,1000.961243,692.9155884,0.715748847,1171.217896,703.7623291,0.686563015,1186.244751,703.7584839,0.918584883
207,974.0418701,683.6950684,0.813893974,1048.861938,642.5267944,0.838582754,1000.150391,692.8141479,0.738201916,1170.85791,704.241272,0.723726869,1185.751709,703.7145386,0.924037039
208,973.4606934,683.3563843,0.81343478,1048.101318,642.5668945,0.828769267,999.3630981,692.5896606,0.745601416,1170.640381,704.2800903,0.704315186,1185.4552,703.7318726,0.924494326
209,973.0932617,683.331604,0.822048485,1048.42041,641.9777832,0.831940234,998.2298584,692.0050049,0.76400578,1169.942383,704.1733398,0.73903203,1184.945068,703.769165,0.929634213
210,972.9487915,682.5567627,0.81461668,1048.901123,641.5570068,0.836899102,998.1016846,691.5720215,0.767697096,1167.963989,703.9924316,0.702519238,1183.984619,703.6160278,0.918964744
211,972.0621948,682.2264404,0.806927145,1048.780518,641.4262085,0.83232975,997.4862671,692.0907593,0.778357029,1167.445801,704.2087402,0.686319888,1182.854858,703.5233154,0.902898133
212,972.6368408,681.0395508,0.788828909,1048.058472,640.953064,0.819504976,996.5167847,692.4194336,0.801110923,1166.601929,704.2658691,0.662631631,1181.359863,703.161499,0.877141535
213,971.8257446,680.2996216,0.814775944,1046.484497,640.5874023,0.806652069,995.9415283,692.0664673,0.805963397,1166.138794,703.6452637,0.633980513,1180.864868,703.3306274,0.841311514
214,969.5568848,680.0455933,0.811491311,1046.390991,640.3566284,0.798874676,995.6369629,691.7456055,0.795050561,1165.388794,703.2180176,0.617024899,1179.939209,703.2642212,0.773234129
215,968.7910156,680.1907349,0.82735002,1046.223999,640.4676514,0.787213981,994.8057861,691.2833862,0.797242105,1163.990845,702.9439697,0.642051935,1176.835571,704.8782959,0.747773111
216,968.1364746,680.102356,0.830780387,1044.38269,641.0630493,0.762197316,994.0276489,690.8973389,0.798711658,1163.445435,703.1394043,0.613633752,1178.665527,703.9317627,0.738658965
217,967.7020264,680.5178223,0.817926884,1044.164429,641.4053955,0.746519387,994.0021362,691.3303223,0.797991633,1163.060669,702.7838745,0.623630106,1178.442505,703.6895142,0.779920399
218,967.4611206,680.3911133,0.831976354,1039.890991,640.5220947,0.820507944,993.2562866,690.7974854,0.802223444,1162.339722,701.9733887,0.619884312,1177.160034,703.8338013,0.825886548
219,966.9107666,680.769043,0.845231593,1038.835327,639.2654419,0.797841132,992.8648682,690.1221313,0.797953427,1161.719238,702.1339722,0.66487211,1176.827393,703.8036499,0.854027152
220,966.2514038,680.9046631,0.837080181,1037.213013,639.2733154,0.798173726,992.3709717,689.4800415,0.765765548,1160.05957,702.3447266,0.629246771,1175.385864,703.6389771,0.861670136
221,965.5178223,680.6934814,0.85801506,1038.130859,640.2244873,0.819527388,992.0436401,689.4284668,0.742118239,1159.426147,702.1951294,0.640943289,1174.965942,703.055542,0.874267936
222,964.5470581,680.3468018,0.85129565,1037.052246,640.255249,0.815812409,991.8554688,689.1014404,0.716410756,1158.479004,702.0770264,0.614844203,1174.095703,702.9191284,0.876288414
223,963.7789307,680.5258179,0.849253893,1035.837402,639.0546875,0.789668977,990.7193604,688.9185181,0.690336525,1157.92627,701.3236694,0.606556356,1173.381958,702.605835,0.879895031
224,962.9047852,680.1956177,0.831170142,1032.751221,638.2451782,0.772312105,990.4205933,688.7144165,0.650911033,1156.924927,701.2394409,0.637675107,1172.463257,702.5469971,0.889246285
225,962.7562256,679.8439941,0.850511968,1033.378296,639.069519,0.809111834,989.420105,688.1297607,0.626997709,1156.499878,701.6427002,0.696420312,1172.272705,702.442749,0.901630819
226,961.7202759,679.0852051,0.833863139,1031.727905,637.8575439,0.809018672,984.90448,690.196228,0.646189451,1156.353271,701.887207,0.718614995,1171.543945,702.1270142,0.9080562
227,960.8753052,678.4116211,0.824749172,1031.9646,638.0750732,0.808496118,984.5731201,689.7131958,0.66797471,1155.710205,701.805481,0.715708733,1171.36084,702.0172119,0.907131016
228,960.230835,678.3161621,0.817547679,1029.727051,637.7797852,0.783910751,983.9741821,689.5333862,0.677906752,1154.818115,702.3705444,0.663354456,1170.515625,702.2188721,0.894194245
229,959.3445435,678.2209473,0.820664346,1028.677368,636.7302856,0.755631626,983.5049438,689.4418335,0.696457505,1154.564087,702.2455444,0.711918473,1170.288696,702.2956543,0.902252614
230,958.1375122,678.0061035,0.793441832,1029.318481,634.6491089,0.743525624,983.0004883,688.6171875,0.71588397,1154.606079,701.8168335,0.712816358,1169.932495,702.0612183,0.899497867
231,957.4561157,676.8282471,0.805673897,1028.048828,636.857605,0.781916022,982.1567383,688.6559448,0.738279104,1153.529175,701.6463623,0.687172234,1169.001709,702.229187,0.888869405
232,956.4603271,676.3994751,0.803950071,1027.119141,637.3310547,0.789305866,981.5534668,687.7005615,0.747887552,1152.335938,701.6245117,0.639653206,1167.887573,702.401062,0.867655575
233,955.6411133,675.647522,0.827861011,1027.213501,637.4526367,0.79656589,981.5297241,687.4812012,0.740258753,1151.398438,701.8154297,0.685023129,1167.145752,702.4025269,0.87367934
234,954.8858032,675.3805542,0.845178068,1025.379272,637.6989136,0.750700891,981.1304321,686.5160522,0.738468409,1150.630127,701.9960327,0.696320713,1165.960815,702.3656616,0.854607999
235,954.1241455,675.2529907,0.854423523,1024.834229,637.4868774,0.739020467,980.7944946,686.3353882,0.732299924,1150.295776,701.5511475,0.696733892,1164.950806,701.8949585,0.812629342
236,953.0330811,674.6131592,0.85872817,1026.453003,634.1001587,0.706207037,979.6779175,684.1502686,0.728963554,1149.803711,701.5107422,0.682323754,1162.018555,704.2645874,0.746377528
237,952.475647,674.5938721,0.87098968,1026.797729,634.1878662,0.727039754,979.1157227,684.1590576,0.747394383,1148.775269,701.1030884,0.716782868,1161.081299,703.6647949,0.761965275
238,951.6724854,674.3700562,0.86659354,1024.999146,637.2641602,0.695077717,978.7772217,683.3115845,0.748371184,1148.084717,701.4522705,0.674644411,1163.337769,704.0258179,0.779493928
239,951.0496216,674.3121338,0.862020195,1026.078979,633.5497437,0.706334531,977.8261719,682.4321899,0.744609892,1147.054443,701.8969116,0.648927212,1162.729004,703.8963623,0.835564137
240,949.9689941,674.1370239,0.861260891,1020.050049,634.3394775,0.68111676,976.8755493,681.7727661,0.760805428,1146.409424,702.1647949,0.596243501,1160.776367,703.8139648,0.855825841
241,950.1658936,673.7683105,0.868738353,1021.265015,632.2645264,0.681943238,976.6036377,681.8863525,0.754624128,1145.028931,702.6088257,0.598476768,1159.988647,703.8684082,0.876683652
242,948.9918213,673.793335,0.869953811,1020.926636,632.5400391,0.746696174,975.7960205,681.4620972,0.735834658,1143.97998,702.8435669,0.628796518,1159.593262,703.8336792,0.90157032
243,948.2628784,673.4147949,0.865800083,1024.952637,632.5800781,0.740888655,975.3631592,680.859375,0.721545935,1143.998169,702.7716675,0.631145298,1159.625,703.7659912,0.898381233
244,947.3409424,672.8140869,0.842369616,1020.798279,632.8208008,0.73300451,974.8936157,680.2154541,0.710383356,1143.694946,703.0275879,0.627381623,1158.961426,703.5615234,0.904812813
245,946.4790039,672.2948608,0.824888647,1021.27356,632.7125244,0.73822099,974.1778564,679.9955444,0.670952678,1143.679443,702.9302368,0.664175451,1158.605591,703.3917847,0.920728803
246,946.2386475,672.1029053,0.820234716,1021.414063,632.7432251,0.736017764,974.0084229,679.748291,0.679685533,1142.923218,703.2329712,0.644510686,1157.56311,703.1126709,0.922195375
247,945.737854,671.3686523,0.801347017,1021.03772,631.947937,0.754555941,973.6591797,678.9037476,0.65700978,1142.455933,702.9457397,0.603597283,1156.96582,702.8951416,0.921739757
248,944.28302,670.5673828,0.749635279,1020.799988,631.1704102,0.792155325,973.4705811,678.137085,0.645703077,1142.186157,702.9260254,0.571043909,1156.598877,702.9159546,0.915119648
249,943.2434692,670.2261963,0.735053718,1020.50061,630.5898438,0.818256021,970.0737915,679.3781738,0.663435996,1141.765137,702.8485718,0.502558291,1156.179077,702.6443481,0.906497777
250,939.4396973,671.5751343,0.736893058,1019.951782,631.5128174,0.787879467,968.6022339,679.5437622,0.689753711,1141.392822,701.6836548,0.575635493,1155.647705,701.9321289,0.90322119
251,939.1912231,670.7546387,0.757897556,1019.810303,631.0875854,0.803761244,967.7998657,679.1896973,0.719170749,1140.79541,701.5378418,0.663734436,1155.037598,701.4736938,0.91241473
252,939.1643066,670.4208984,0.768448174,1018.985901,630.5118408,0.815829337,967.2681274,678.9127808,0.732624233,1140.252075,701.053894,0.716871977,1153.482056,700.9168701,0.908768535
253,940.0487061,668.3735962,0.764344335,1018.7901,630.1343384,0.832799852,967.3711548,678.3049927,0.737472117,1138.973145,700.9779663,0.738676429,1152.555786,700.5159302,0.892917693
254,939.0918579,667.8300171,0.7617293,1017.850159,629.8951416,0.828763723,966.4084473,677.6455078,0.743211508,1137.977173,700.8469238,0.727930903,1151.480835,700.2990112,0.869281471
255,938.2608032,667.1603394,0.751930058,1017.096252,630.3226929,0.862301886,965.3270264,677.2278442,0.765874624,1136.717163,700.2561035,0.760586619,1150.474487,699.9833374,0.866677344
256,936.6313477,668.1676636,0.736017346,1017.708801,629.9134521,0.863231659,965.265564,676.862854,0.765388548,1135.711792,699.788147,0.765463412,1149.339966,699.6607666,0.839914024
257,938.1831055,666.9260254,0.767426312,1018.243896,629.8864136,0.859978259,964.4116211,676.6298218,0.775646925,1135.124512,699.3186646,0.769050658,1148.75647,699.734375,0.821091294
258,937.3590698,666.9505005,0.794488609,1017.485962,629.2590332,0.865794897,963.9828491,676.4094238,0.773116469,1134.31543,699.1130981,0.738134146,1146.206909,702.3632202,0.772865057
259,936.4828491,663.84021,0.809120536,1017.504761,628.94104,0.876378655,963.7947998,675.5806885,0.746820033,1134.071045,699.3492432,0.725749433,1145.568848,702.4230957,0.784383059
260,936.4621582,663.8189697,0.807840168,1016.596802,628.6192017,0.884813309,963.1417236,675.649231,0.727013111,1133.816528,699.1760254,0.687454522,1145.072021,702.1314087,0.778423071
261,935.3744507,663.49646,0.82765466,1016.474121,627.9500732,0.897055089,962.5974121,674.4311523,0.737355053,1133.516968,699.0578003,0.647007048,1144.296021,702.1552124,0.77034694
262,935.1353149,663.3657837,0.814158261,1016.798523,627.9297485,0.87729466,962.005249,674.6375122,0.740432918,1132.640991,698.7699585,0.620265841,1143.74646,701.7992554,0.750745177
263,934.4014893,663.1691895,0.842143476,1017.444092,627.0930786,0.872090042,961.3591309,673.8082886,0.733012795,1131.296387,698.6641846,0.623898923,1146.789307,701.2247314,0.787819624
264,933.6986694,663.0177002,0.844289184,1017.117798,626.2249146,0.861240566,961.812561,673.1621094,0.709627807,1130.113281,698.0819702,0.637394428,1145.236328,697.7214355,0.818598986
265,932.9230347,662.7801514,0.832493007,1016.407043,625.9812012,0.850250065,961.6849976,672.5652466,0.682716966,1128.883545,697.9807739,0.691030025,1144.768188,697.0542603,0.864743531
266,931.6973267,662.0147095,0.816525102,1014.80719,625.3827515,0.820036352,961.1629028,672.2329712,0.645037591,1127.887817,697.411438,0.688840568,1143.831055,696.4265747,0.885161936
267,931.3005371,662.4927368,0.826664984,1014.26532,624.59375,0.793650448,960.7718506,672.3991089,0.644235492,1127.204102,697.3859253,0.69747597,1143.342163,696.2069702,0.901474893
268,930.1700439,662.0966187,0.815696478,1013.937073,624.3692627,0.773843169,959.8657227,672.4443359,0.619132519,1126.224976,697.4564819,0.701157093,1142.179932,696.0806274,0.915253758
269,930.0481567,662.1862183,0.827116966,1013.073425,624.1571655,0.777343988,959.8753662,669.7374268,0.597037435,1128.390747,696.3674316,0.67103374,1141.270264,696.0543823,0.907884717
270,929.8074951,662.2636108,0.800800264,1013.919495,624.3556519,0.779216886,959.9439697,669.5113525,0.582065761,1127.510132,695.8468018,0.657637715,1140.688965,695.4266357,0.897545278
271,928.8936157,661.5791626,0.825922489,1012.965637,623.7860718,0.720596373,959.3519897,668.1241455,0.598943174,1126.998047,695.4558716,0.734024882,1139.90564,694.7955322,0.920730293
272,928.4465332,661.0048218,0.819330633,1012.529236,623.4700928,0.654202998,952.6990356,672.1539917,0.60511893,1125.921997,695.3103027,0.721170068,1139.231567,694.3625488,0.916801572
273,926.9154053,660.6692505,0.796468019,1011.169678,622.868042,0.636426747,952.2921143,671.619812,0.628714085,1125.528198,695.4922485,0.726724982,1138.766724,694.1866455,0.923320115
